id,product_id,type,cpu,hertz,cores,gpu,ram,ram_type,ssd,drive_size,extra,created_at
164,100018531,моноблок,intel core i5 8400t,1700,6,intel uhd graphics 630 + geforce 130mx,8,,false,1000,"{""Wi-Fi"": ""да"", ""Вес"": ""7.65 кг"", ""Тип"": ""моноблок"", ""Цвет"": ""белый"", ""Процессор"": ""Intel Core i5 8400T"", ""Тип видеокарты"": ""дискретная"", ""Видеопроцессор"": ""Intel UHD Graphics 630 (встроенная) + GeForce 130MX (дискретная)"", ""Габариты (ДхШхТ)"": ""612x194x484 мм"", ""Установленная ОС"": ""Win 10"", ""Размер видеопамяти"": ""2048 Мб"", ""Частота процессора"": ""1700 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""Wi-Fi, Bluetooth, HDMI, USB 3.1 Gen 1 x2"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""6 ядер""}",2020-04-29
165,100040166,системный блок,intel core i3-9100,3600,4,intel hd graphics 630,4,,false,1000,"{""Wi-Fi"": ""нет"", ""Вес"": ""5.47 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""нет"", ""Процессор"": ""Intel Core i3-9100"", ""Комплектация"": ""мышь, клавиатура"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics 630"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
166,100007868,моноблок,intel core i7 7700,3600,4,intel hd graphics 630,8,,false,500,"{""Wi-Fi"": ""да"", ""Тип"": ""моноблок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i7 7700"", ""Размер экрана"": ""21.5 дюйм"", ""Видеопроцессор"": ""Intel HD Graphics 630"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""Win 10"", ""Разрешение экрана"": ""1920x1080"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""500 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
167,1480385,неттоп,intel core i3 8100,3600,4,intel uhd graphics 630,8,,true,128,"{""Wi-Fi"": ""да"", ""Вес"": ""1.3 кг"", ""Тип"": ""неттоп"", ""Цвет"": ""серый"", ""Процессор"": ""Intel Core i3 8100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Габариты (ДхШхТ)"": ""197х197х36 мм"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""MacOS X"", ""Частота процессора"": ""3600 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""128 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""1xHDMI, 1xDisplayPort, 6xThunderbolt, 4xUSB Type-C, 1xUSB 3.1 Gen 2, 2xUSB 3.1 Gen 1, USB 3.0"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
168,1480172,системный блок,8500,3000,2,intel uhd graphics 630,8,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""8500"", ""Комплектация"": ""мышь, клавиатура"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3000 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
169,1480775,системный блок,intel core i3 7100,3900,2,radeon rx 570,4,,,500,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Мультитач"": ""нет"", ""Процессор"": ""Intel Core i3 7100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Видеопроцессор"": ""Radeon RX 570"", ""Сенсорный экран"": ""нет"", ""Установленная ОС"": ""ОС не установлена"", ""Размер видеопамяти"": ""4096 Мб"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""500 Гб"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
170,1480789,системный блок,intel core i3-8100,3600,4,intel hd graphics,8,,false,1000,"{""Вес"": ""5.4 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i3-8100"", ""Интерфейс HDMI"": ""да"", ""Комплектация"": ""мышь, клавиатура"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD Graphics"", ""Габариты (ДхШхТ)"": ""34х17х27.7 см"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
171,1480723,системный блок,intel core i3 7100,3900,,radeon rx 570,8,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 7100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Видеопроцессор"": ""Radeon RX 570"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3900 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Количество интерфейсов"": ""USB 2.0x4, USB 3.0x2, HDMIx1, DVIx2"", ""Тип оптического привода"": ""DVD-RW"", ""Размер оперативной памяти"": ""8 Гб"", ""Дополнительная информация"": ""корпус Aerocool VX-550 PLUS, 550W""}",2020-04-29
172,100022125,системный блок,intel core i3-8100,3600,4,intel uhd graphics 630,4,,true,256,"{""Wi-Fi"": ""да"", ""Вес"": ""4.4 кг"", ""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Картридер"": ""да"", ""Процессор"": ""Intel Core i3-8100"", ""Интерфейс HDMI"": ""да"", ""Интерфейс USB 3.0"": ""да"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD Graphics 630"", ""Габариты (ДхШхТ)"": ""34x15.5x32 см"", ""Установленная ОС"": ""Win 10"", ""Частота процессора"": ""3600 МГц"", ""Настенное крепление"": ""нет"", ""Объем жесткого диска"": ""256 Гб"", ""Твердотельный диск (SSD)"": ""да"", ""Количество интерфейсов"": ""передняя панель: 4 х USB, 1 х VGA, 1 х HDMI, 1 х RJ-45, Line-in, Line-out"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
173,100010130,системный блок,intel core i3 6100,3700,2,intel hd 530,4,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 6100"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel HD 530"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3700 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""4 Гб"", ""Количество ядер процессора"": ""2 ядра""}",2020-04-29
174,100010110,системный блок,intel core i3 8100,3600,4,intel uhd 630,8,,false,1000,"{""Тип"": ""системный блок"", ""Цвет"": ""черный"", ""Процессор"": ""Intel Core i3 8100"", ""Тип видеокарты"": ""встроенная"", ""Видеопроцессор"": ""Intel UHD 630"", ""Установленная ОС"": ""DOS"", ""Частота процессора"": ""3600 МГц"", ""Объем жесткого диска"": ""1000 Гб"", ""Твердотельный диск (SSD)"": ""нет"", ""Тип оптического привода"": ""отсутствует"", ""Размер оперативной памяти"": ""8 Гб"", ""Количество ядер процессора"": ""4 ядра""}",2020-04-29
